Transcript_ID,KO_IDs,Pathway_IDs,Module_IDs,Reaction_IDs
NODE_39496_length_1406_cov_130.302874_g18021_i0,"ko:K08241,ko:K21482,ko:K21483,ko:K21485","ko00592,ko01110,map00592,map01110",,R05759
NODE_39508_length_1406_cov_22.313191_g17952_i1,ko:K07976,,,
NODE_39514_length_1406_cov_3.719971_g18030_i0,ko:K17086,,,
NODE_39517_length_1405_cov_1289.155605_g18033_i0,ko:K02883,"ko03010,map03010","M00177,M00179",
NODE_39521_length_1405_cov_168.799410_g17325_i1,ko:K08099,"ko00860,ko01100,ko01110,map00860,map01100,map01110",,"R05618,R09068"
NODE_39523_length_1405_cov_117.628319_g12758_i1,ko:K09874,,,
NODE_39528_length_1405_cov_71.707965_g18037_i0,ko:K20363,,,
NODE_3952_length_3830_cov_357.281407_g1311_i1,ko:K10999,,,
NODE_39530_length_1405_cov_59.230826_g6732_i1,ko:K09250,,,
NODE_39531_length_1405_cov_55.111357_g18038_i0,ko:K22419,,,
NODE_39533_length_1405_cov_46.989676_g5128_i1,ko:K08081,"ko00960,ko01100,ko01110,map00960,map01100,map01110",,R02832
NODE_39536_length_1405_cov_37.973451_g18039_i0,ko:K10143,"ko04115,ko04120,ko04712,map04115,map04120,map04712",,
NODE_39539_length_1405_cov_28.347345_g15178_i1,ko:K15634,"ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230","M00001,M00002,M00003",R01518
NODE_39546_length_1405_cov_9.946165_g18042_i0,ko:K14638,,,
NODE_39555_length_1404_cov_822.224354_g18049_i0,ko:K14842,,,
NODE_39557_length_1404_cov_491.469373_g18051_i0,"ko:K13262,ko:K16040","ko00943,ko00945,map00943,map00945",,"R06794,R07724,R09872"
NODE_39560_length_1404_cov_265.261255_g18053_i0,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_39563_length_1404_cov_182.752768_g14789_i2,ko:K12195,"ko04144,ko04217,map04144,map04217",M00412,
NODE_39566_length_1404_cov_91.310701_g18057_i0,ko:K14009,"ko04141,ko05165,map04141,map05165",,
NODE_39567_length_1404_cov_23.820664_g18058_i0,ko:K03100,"ko02024,ko03060,map02024,map03060",,
NODE_39576_length_1404_cov_4.723247_g18065_i0,ko:K01213,"ko00040,ko01100,map00040,map01100",M00081,"R01982,R07413"
NODE_39577_length_1404_cov_3.654613_g18066_i0,ko:K00276,"ko00260,ko00350,ko00360,ko00410,ko00950,ko00960,ko01100,ko01110,map00260,map00350,map00360,map00410,map00950,map00960,map01100,map01110",,"R02382,R02529,R02613,R03139,R04027,R04300,R06154,R06740"
NODE_39578_length_1404_cov_2.581550_g18067_i0,ko:K08145,,,
NODE_39584_length_1403_cov_296.466027_g14555_i1,ko:K14009,"ko04141,ko05165,map04141,map05165",,
NODE_39587_length_1403_cov_162.396603_g18071_i0,ko:K00430,"ko00940,ko01100,ko01110,map00940,map01100,map01110",,"R00602,R02596,R03919,R04007,R07443"
NODE_39604_length_1403_cov_1.991137_g18075_i0,ko:K13667,"ko00514,map00514",,R09315
NODE_39606_length_1402_cov_1291.843311_g16431_i1,ko:K02876,"ko03010,map03010","M00178,M00179",
NODE_39608_length_1402_cov_549.705100_g18077_i0,ko:K12382,"ko04142,map04142",,
NODE_39609_length_1402_cov_448.693274_g8189_i1,ko:K21568,,,
NODE_39614_length_1402_cov_169.096822_g18078_i0,ko:K20352,,,
NODE_39617_length_1402_cov_118.954176_g17965_i1,ko:K07447,,,
NODE_3961_length_3829_cov_15.115873_g1979_i0,ko:K17985,"ko04137,ko04140,map04137,map04140",,
NODE_39626_length_1402_cov_27.835181_g18085_i0,ko:K09571,"ko04915,map04915",,
NODE_39628_length_1402_cov_20.600148_g18087_i0,ko:K14963,"ko04934,map04934",,
NODE_39629_length_1402_cov_17.925351_g18088_i0,ko:K10879,"ko03440,map03440",,
NODE_39643_length_1401_cov_977.690828_g15854_i1,ko:K01602,"ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200","M00165,M00166,M00532","R00024,R03140"
NODE_39647_length_1401_cov_238.934172_g1744_i2,ko:K12893,"ko03040,ko05168,map03040,map05168",,
NODE_39650_length_1401_cov_152.830621_g18102_i0,ko:K10949,"ko05110,map05110",,
NODE_39651_length_1401_cov_147.386834_g18103_i0,ko:K03327,,,
NODE_39662_length_1401_cov_17.452663_g18108_i0,ko:K15503,,,
NODE_39668_length_1401_cov_2.605030_g18113_i0,ko:K19613,"ko04014,map04014",,
NODE_39670_length_1400_cov_1821.914138_g1903_i3,"ko:K20720,ko:K20721,ko:K20723","ko05010,map05010",,
NODE_3967_length_3827_cov_100.077819_g1281_i3,ko:K08518,,,
NODE_39689_length_1400_cov_89.011103_g10730_i1,ko:K04711,"ko00600,map00600",,R06518
NODE_39717_length_1399_cov_307.894815_g8471_i5,ko:K10523,"ko04340,ko04341,map04340,map04341",M00384,
NODE_39720_length_1399_cov_185.013333_g14237_i2,ko:K01661,"ko00130,ko01100,ko01110,map00130,map01100,map01110",M00116,R07263
NODE_39726_length_1399_cov_67.631111_g9302_i1,ko:K06883,,,
NODE_3972_length_3826_cov_393.597299_g1799_i1,ko:K01535,"ko00190,map00190",,
NODE_39732_length_1399_cov_31.993333_g18135_i0,ko:K10901,"ko03440,ko03460,map03440,map03460","M00295,M00414",
NODE_39733_length_1399_cov_19.779259_g18136_i0,"ko:K11820,ko:K13691","ko00380,ko00966,ko01110,ko01210,map00380,map00966,map01110,map01210",M00370,"R03213,R08164,R08668"
NODE_39742_length_1398_cov_355.910304_g14213_i1,ko:K17618,,,
NODE_39744_length_1398_cov_293.985915_g17072_i1,ko:K06990,,,
NODE_39760_length_1398_cov_9.227576_g18150_i0,ko:K19828,,,
NODE_39771_length_1397_cov_197.548961_g17206_i1,ko:K03124,"ko03022,ko05169,ko05203,map03022,map05169,map05203",,
NODE_39782_length_1397_cov_23.816024_g18156_i0,ko:K11671,,,
NODE_39798_length_1396_cov_114.113586_g18165_i0,ko:K16280,,,
NODE_39813_length_1395_cov_786.587667_g16470_i2,ko:K01358,"ko04112,ko04212,map04112,map04212",,
NODE_39814_length_1395_cov_657.988113_g14156_i3,ko:K22419,,,
NODE_39816_length_1395_cov_421.265973_g18172_i0,ko:K07904,"ko04144,ko04961,ko04962,ko04972,map04144,map04961,map04962,map04972",,
NODE_39818_length_1395_cov_354.718425_g18173_i0,ko:K02730,"ko03050,map03050","M00337,M00340",
NODE_39828_length_1395_cov_40.043091_g18176_i0,ko:K00430,"ko00940,ko01100,ko01110,map00940,map01100,map01110",,"R00602,R02596,R03919,R04007,R07443"
NODE_39831_length_1395_cov_28.468796_g18177_i0,ko:K15639,"ko00905,map00905",,"R09761,R09762"
NODE_39836_length_1395_cov_12.727340_g18180_i0,ko:K11426,,,
NODE_39839_length_1395_cov_8.028232_g18183_i0,ko:K01051,"ko00040,ko01100,map00040,map01100",M00081,R02362
NODE_39843_length_1394_cov_1463.083271_g13709_i1,ko:K08235,,,
NODE_39846_length_1394_cov_506.886245_g13609_i1,ko:K07735,,,
NODE_39847_length_1394_cov_411.057993_g18187_i0,ko:K07996,"ko05206,map05206",,
NODE_39852_length_1394_cov_114.600000_g16757_i1,ko:K19042,,,
NODE_39855_length_1394_cov_71.732342_g18189_i0,ko:K19613,"ko04014,map04014",,
NODE_39857_length_1394_cov_44.003717_g18190_i0,ko:K12486,"ko04144,map04144",,
NODE_39866_length_1394_cov_14.726394_g18193_i0,ko:K14379,"ko00740,ko01100,ko04142,ko04380,ko05323,map00740,map01100,map04142,map04380,map05323",,R00548
NODE_39869_length_1393_cov_1143.610863_g18195_i0,ko:K05894,"ko00592,ko01100,ko01110,map00592,map01100,map01110",M00113,R03401
NODE_39871_length_1393_cov_498.961310_g18196_i0,ko:K15028,,,
NODE_39881_length_1393_cov_104.626488_g18202_i0,ko:K20815,,,
NODE_39896_length_1392_cov_9029.364855_g2859_i2,ko:K02717,"ko00195,ko01100,map00195,map01100",,
NODE_39897_length_1392_cov_4023.766195_g12629_i2,ko:K11253,"ko05034,ko05202,ko05322,map05034,map05202,map05322",,
NODE_39898_length_1392_cov_2691.393894_g13601_i2,ko:K05933,"ko00270,ko01100,ko01110,map00270,map01100,map01110",M00368,R07214
NODE_3989_length_3823_cov_68.594065_g1992_i0,ko:K12123,,,
NODE_39904_length_1392_cov_216.845867_g15077_i1,ko:K12179,,,
NODE_39907_length_1392_cov_126.608340_g14818_i1,ko:K10640,,,
NODE_3991_length_3823_cov_34.555379_g1994_i0,ko:K10398,,,
NODE_39920_length_1392_cov_31.492182_g18217_i0,ko:K04712,"ko00600,ko01100,ko04071,map00600,map01100,map04071","M00094,M00099",R06519
NODE_39922_length_1392_cov_24.820551_g18219_i0,ko:K01176,"ko00500,ko01100,ko04973,map00500,map01100,map04973",,"R02108,R02112,R11262"
NODE_39933_length_1391_cov_887.964232_g12932_i1,ko:K02729,"ko03050,map03050","M00337,M00340",
NODE_39934_length_1391_cov_740.900894_g16768_i1,ko:K07936,"ko03008,ko03013,ko05166,ko05169,map03008,map03013,map05166,map05169",,
NODE_39936_length_1391_cov_558.733979_g18228_i0,ko:K03030,"ko03050,ko05169,map03050,map05169",M00341,
NODE_39937_length_1391_cov_462.198957_g16311_i1,ko:K05609,,,
NODE_39942_length_1391_cov_203.888227_g18231_i0,ko:K17508,,,
NODE_39959_length_1390_cov_1000.869500_g16968_i1,ko:K02953,"ko03010,map03010",M00177,
NODE_39975_length_1390_cov_36.877703_g18244_i0,ko:K04368,"ko01521,ko01522,ko04010,ko04012,ko04013,ko04014,ko04015,ko04022,ko04024,ko04062,ko04066,ko04068,ko04071,ko04072,ko04114,ko04140,ko04150,ko04151,ko04210,ko04218,ko04270,ko04320,ko04370,ko04371,ko04380,ko04510,ko04540,ko04550,ko04620,ko04626,ko04650,ko04660,ko04662,ko04664,ko04666,ko04668,ko04720,ko04722,ko04725,ko04726,ko04730,ko04810,ko04910,ko04912,ko04914,ko04915,ko04916,ko04917,ko04919,ko04921,ko04926,ko04934,ko05020,ko05034,ko05161,ko05164,ko05165,ko05167,ko05200,ko05205,ko05206,ko05210,ko05211,ko05212,ko05213,ko05214,ko05215,ko05216,ko05218,ko05219,ko05220,ko05221,ko05223,ko05224,ko05225,ko05226,ko05230,ko05231,map01521,map01522,map04010,map04012,map04013,map04014,map04015,map04022,map04024,map04062,map04066,map04068,map04071,map04072,map04114,map04140,map04150,map04151,map04210,map04218,map04270,map04320,map04370,map04371,map04380,map04510,map04540,map04550,map04620,map04626,map04650,map04660,map04662,map04664,map04666,map04668,map04720,map04722,map04725,map04726,map04730,map04810,map04910,map04912,map04914,map04915,map04916,map04917,map04919,map04921,map04926,map04934,map05020,map05034,map05161,map05164,map05165,map05167,map05200,map05205,map05206,map05210,map05211,map05212,map05213,map05214,map05215,map05216,map05218,map05219,map05220,map05221,map05223,map05224,map05225,map05226,map05230,map05231",M00687,
NODE_39981_length_1390_cov_3.571216_g18248_i0,"ko:K13459,ko:K13460,ko:K20599","ko04016,ko04626,map04016,map04626",,
NODE_39982_length_1389_cov_940.087313_g18249_i0,ko:K14484,"ko04075,map04075",,
NODE_39983_length_1389_cov_708.592537_g5804_i3,ko:K00121,"ko00010,ko00071,ko00350,ko00625,ko00626,ko00680,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,ko05204,map00010,map00071,map00350,map00625,map00626,map00680,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01200,map01220,map05204",,"R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R06983,R07105,R08281,R08306,R08310"
NODE_39988_length_1389_cov_262.026866_g4283_i2,ko:K06691,"ko03050,ko05169,map03050,map05169",M00341,
NODE_39989_length_1389_cov_236.828358_g18252_i0,ko:K13484,"ko00230,ko01100,map00230,map01100",M00546,"R06601,R06604"
NODE_40008_length_1389_cov_4.250000_g18261_i0,ko:K04506,"ko04013,ko04115,ko04120,ko04310,map04013,map04115,map04120,map04310",,
NODE_40013_length_1388_cov_934.300224_g12287_i2,ko:K02138,"ko00190,ko01100,ko04714,ko05010,ko05012,ko05016,map00190,map01100,map04714,map05010,map05012,map05016",M00158,
NODE_40030_length_1387_cov_720.235426_g18271_i0,ko:K02937,"ko03010,map03010",M00177,
NODE_40031_length_1387_cov_601.166667_g18272_i0,ko:K06891,,,
NODE_40043_length_1387_cov_39.523916_g18280_i0,ko:K18485,,,
NODE_40044_length_1387_cov_39.052317_g17095_i1,ko:K02941,"ko03010,map03010",M00177,
NODE_40047_length_1387_cov_27.623318_g18281_i0,ko:K11778,"ko00900,ko01110,map00900,map01110",,R05556
NODE_40051_length_1387_cov_9.512706_g18284_i0,ko:K12598,"ko03018,map03018",M00393,
NODE_40058_length_1386_cov_5303.341810_g10322_i1,ko:K02866,"ko03010,map03010","M00177,M00179",
NODE_40067_length_1386_cov_377.221391_g18291_i0,"ko:K11290,ko:K11778","ko00900,ko01110,map00900,map01110",,R05556
NODE_40074_length_1386_cov_88.760658_g18294_i0,ko:K05956,,,
NODE_40075_length_1386_cov_85.180254_g18295_i0,ko:K11363,,,
NODE_40077_length_1386_cov_60.021690_g18296_i0,ko:K02069,,M00211,
NODE_40091_length_1385_cov_1686.882485_g18303_i0,ko:K06689,"ko04013,ko04120,ko04141,ko04624,map04013,map04120,map04141,map04624",,
NODE_40095_length_1385_cov_241.738024_g18305_i0,ko:K17808,,,
NODE_40097_length_1385_cov_224.245509_g18307_i0,ko:K01054,"ko00561,ko01100,ko04714,ko04723,ko04923,map00561,map01100,map04714,map04723,map04923",M00098,R01351
NODE_40106_length_1385_cov_57.561377_g18309_i0,ko:K10144,"ko04115,ko04120,ko05162,map04115,map04120,map05162",,
NODE_40108_length_1385_cov_44.863024_g17049_i1,ko:K14156,"ko00564,ko01100,ko05231,map00564,map01100,map05231","M00090,M00092","R01021,R01468"
NODE_40109_length_1385_cov_39.351048_g18310_i0,ko:K08495,"ko04130,map04130",,
NODE_40113_length_1385_cov_10.192365_g18311_i0,ko:K17479,,,
NODE_40115_length_1385_cov_5.252246_g18313_i0,ko:K08504,"ko04130,map04130",,
NODE_40127_length_1384_cov_179.642697_g18319_i0,ko:K01069,"ko00620,map00620",,R01736
NODE_4012_length_3818_cov_59.249934_g1781_i1,ko:K04422,"ko04010,map04010",,
NODE_40144_length_1383_cov_6762.887556_g18329_i0,ko:K02694,"ko00195,ko01100,map00195,map01100",M00163,
NODE_40145_length_1383_cov_973.906297_g16725_i2,ko:K00759,"ko00230,ko01100,map00230,map01100",,"R00190,R01229,R04378"
NODE_40147_length_1383_cov_778.289355_g17499_i1,ko:K01802,,,
NODE_40156_length_1383_cov_94.519490_g18333_i0,ko:K17098,,,
NODE_4015_length_3818_cov_35.672062_g2005_i0,ko:K17943,,,
NODE_40162_length_1383_cov_52.443778_g18337_i0,ko:K08827,,,
NODE_40168_length_1383_cov_28.348576_g16874_i1,ko:K09422,,,
NODE_40169_length_1383_cov_22.209145_g18342_i0,ko:K09872,,,
NODE_40184_length_1382_cov_186.165791_g18349_i0,ko:K11086,"ko03040,ko05322,map03040,map05322","M00351,M00352,M00354,M00355,M00398",
NODE_40196_length_1382_cov_51.502626_g18356_i0,ko:K13397,"ko00950,ko01110,map00950,map01110",,R03835
NODE_4019_length_3816_cov_7.579506_g2007_i0,ko:K17964,,,
NODE_40205_length_1381_cov_8003.917417_g1362_i2,ko:K09872,,,
NODE_40206_length_1381_cov_1485.783784_g15647_i1,ko:K02981,"ko03010,map03010",M00177,
NODE_40207_length_1381_cov_1448.836336_g14875_i2,ko:K08770,"ko03320,map03320",,
NODE_4020_length_3815_cov_67.293415_g2008_i0,"ko:K03263,ko:K05294","ko00563,ko01100,map00563,map01100",,
NODE_40212_length_1381_cov_439.780030_g18362_i0,ko:K22312,,,
NODE_40213_length_1381_cov_430.443694_g5834_i2,ko:K09602,,,
NODE_40217_length_1381_cov_180.402402_g16102_i1,ko:K08515,"ko04130,map04130",,
NODE_40226_length_1381_cov_48.475976_g8233_i2,ko:K14432,"ko04075,map04075",,
NODE_40242_length_1380_cov_246.815177_g9745_i2,ko:K07889,"ko04014,ko04144,ko04145,ko04962,ko05146,ko05152,map04014,map04144,map04145,map04962,map05146,map05152",,
NODE_40248_length_1380_cov_96.534936_g18379_i0,ko:K12462,"ko04722,ko04962,map04722,map04962",,
NODE_4024_length_3813_cov_103.103879_g2011_i0,ko:K20288,,,
NODE_40257_length_1380_cov_35.298272_g18383_i0,ko:K16292,,,
NODE_40259_length_1380_cov_22.554470_g18384_i0,ko:K15078,"ko03460,map03460",,
NODE_40261_length_1380_cov_20.981217_g18386_i0,ko:K15032,,,
NODE_40265_length_1380_cov_15.413223_g18388_i0,ko:K17098,,,
NODE_40266_length_1380_cov_14.668670_g18389_i0,ko:K01728,"ko00040,ko02024,map00040,map02024",,"R02361,R06240"
NODE_40270_length_1380_cov_8.944403_g18391_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_40271_length_1380_cov_6.274230_g18392_i0,"ko:K15308,ko:K18753","ko04218,ko05166,ko05167,map04218,map05166,map05167",,
NODE_40273_length_1379_cov_2084.022556_g18393_i0,ko:K08235,,,
NODE_40274_length_1379_cov_696.438346_g9150_i1,ko:K09873,,,
NODE_40278_length_1379_cov_326.346617_g18394_i0,"ko:K08241,ko:K21482,ko:K21483","ko00592,ko01110,map00592,map01110",,R05759
NODE_4027_length_3812_cov_54.431836_g2013_i0,ko:K09338,,,
NODE_40280_length_1379_cov_237.505263_g17961_i1,"ko:K08498,ko:K08500","ko04130,map04130",,
NODE_40281_length_1379_cov_195.793233_g18395_i0,ko:K08515,"ko04130,map04130",,
NODE_40287_length_1379_cov_105.842105_g10497_i1,ko:K20393,,,
NODE_402_length_6563_cov_29.833129_g180_i0,ko:K11592,"ko05206,map05206",,
NODE_40301_length_1379_cov_14.998496_g18402_i0,"ko:K14325,ko:K14837","ko03013,ko03015,map03013,map03015",M00430,
NODE_40306_length_1379_cov_4.703759_g18405_i0,ko:K20924,,,
NODE_40311_length_1378_cov_989.836719_g2671_i2,ko:K18467,"ko04144,map04144",,
NODE_40312_length_1378_cov_971.805117_g2336_i2,ko:K17268,,,
NODE_40315_length_1378_cov_311.500376_g18407_i0,ko:K00477,"ko04146,map04146",,
NODE_40318_length_1378_cov_110.994733_g13010_i1,ko:K15223,,,
NODE_4031_length_3811_cov_58.693514_g2016_i0,ko:K14827,,,
NODE_40320_length_1378_cov_98.887133_g18410_i0,ko:K01784,"ko00052,ko00520,ko01100,map00052,map00520,map01100","M00361,M00362,M00632","R00291,R02984"
NODE_40330_length_1378_cov_28.360421_g18414_i0,ko:K14496,"ko04016,ko04075,map04016,map04075",,
NODE_40332_length_1378_cov_22.552295_g18415_i0,"ko:K00512,ko:K07408,ko:K07418,ko:K13260,ko:K20623","ko00140,ko00380,ko00590,ko00591,ko00830,ko00905,ko00943,ko00980,ko01100,ko01110,ko04212,ko04726,ko04750,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00590,map00591,map00830,map00905,map00943,map00980,map01100,map01110,map04212,map04726,map04750,map04913,map04917,map04927,map04934,map05204","M00109,M00110","R02211,R02354,R02355,R03089,R03408,R03629,R03783,R04852,R04853,R06560,R06561,R06606,R06607,R07000,R07001,R07021,R07022,R07042,R07043,R07044,R07045,R07046,R07048,R07050,R07051,R07052,R07055,R07056,R07079,R07080,R07081,R07085,R07087,R07098,R07099,R07371,R07470,R07474,R07746,R08390,R08392,R08517,R08518,R09418,R09423,R09442"
NODE_40334_length_1378_cov_17.563582_g18417_i0,ko:K00858,"ko00760,ko01100,map00760,map01100",,R00104
NODE_40336_length_1378_cov_9.347630_g18419_i0,ko:K21596,,,
NODE_40338_length_1378_cov_7.626787_g18421_i0,ko:K10869,"ko03440,map03440",,
NODE_40349_length_1377_cov_365.895331_g18430_i0,ko:K14012,"ko04141,map04141",,
NODE_4034_length_3810_cov_113.692369_g1862_i1,ko:K10696,,,
NODE_40352_length_1377_cov_231.094127_g14715_i1,ko:K15272,,,
NODE_40356_length_1377_cov_155.740211_g2422_i1,ko:K12848,"ko03040,map03040",,
NODE_40366_length_1377_cov_63.945783_g18436_i0,ko:K00083,"ko00940,ko01100,ko01110,map00940,map01100,map01110",M00039,"R02593,R03918,R06570,R06571,R07437"
NODE_40367_length_1377_cov_54.403614_g18437_i0,"ko:K01025,ko:K22312",,,
NODE_40379_length_1376_cov_785.646571_g18446_i0,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_40386_length_1376_cov_160.959307_g18448_i0,ko:K12836,"ko03040,ko05131,map03040,map05131",,
NODE_40390_length_1376_cov_72.370761_g14010_i2,ko:K17098,,,
NODE_40393_length_1376_cov_61.196684_g18450_i0,"ko:K03574,ko:K20986","ko00902,ko01110,map00902,map01110",,R11551
NODE_40401_length_1376_cov_23.696307_g18455_i0,ko:K15414,"ko05168,map05168",,
NODE_40411_length_1375_cov_1806.798643_g13839_i1,ko:K00588,"ko00360,ko00940,ko00941,ko00945,ko01100,ko01110,map00360,map00940,map00941,map00945,map01100,map01110","M00039,M00350","R01942,R06578"
NODE_40414_length_1375_cov_254.748115_g14724_i2,ko:K09286,,,
NODE_40416_length_1375_cov_185.469080_g15976_i1,ko:K00939,"ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130",M00049,"R00127,R01547,R11319"
NODE_40418_length_1375_cov_66.561086_g18460_i0,ko:K14493,"ko04075,map04075",,
NODE_40421_length_1375_cov_40.323529_g18462_i0,ko:K02180,"ko04110,ko04111,ko05166,map04110,map04111,map05166",,
NODE_40430_length_1374_cov_271.908679_g18469_i0,ko:K18801,,,
NODE_40431_length_1374_cov_180.331321_g18470_i0,ko:K07760,,M00693,
NODE_4043_length_3808_cov_126.815908_g2022_i0,ko:K14293,"ko03013,map03013",,
NODE_40449_length_1374_cov_41.181887_g18479_i0,ko:K20726,"ko04016,map04016",,
NODE_40453_length_1374_cov_26.896604_g18481_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_40454_length_1374_cov_24.836981_g18482_i0,"ko:K17710,ko:K17964",,,
NODE_40459_length_1374_cov_7.150189_g18486_i0,"ko:K13425,ko:K13426","ko04016,ko04626,map04016,map04626",,
NODE_40460_length_1374_cov_7.040000_g18487_i0,ko:K00030,"ko00020,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map01100,map01110,map01120,map01130,map01200,map01210,map01230","M00009,M00010",R00709
NODE_40462_length_1374_cov_6.184906_g18489_i0,ko:K18886,,,
NODE_40463_length_1374_cov_5.697358_g18490_i0,"ko:K04427,ko:K17535","ko04010,ko04013,ko04064,ko04140,ko04152,ko04214,ko04310,ko04380,ko04520,ko04620,ko04621,ko04622,ko04624,ko04657,ko04660,ko04668,ko05140,ko05145,ko05162,ko05168,ko05169,ko05418,map04010,map04013,map04064,map04140,map04152,map04214,map04310,map04380,map04520,map04620,map04621,map04622,map04624,map04657,map04660,map04668,map05140,map05145,map05162,map05168,map05169,map05418","M00686,M00688,M00689",
NODE_40469_length_1373_cov_832.161631_g9968_i2,ko:K10579,"ko04120,map04120",,
NODE_4046_length_3807_cov_70.865354_g782_i2,ko:K17868,,,R11166
NODE_40473_length_1373_cov_331.199396_g12939_i2,ko:K00759,"ko00230,ko01100,map00230,map01100",,"R00190,R01229,R04378"
NODE_40476_length_1373_cov_215.247734_g17260_i1,ko:K12386,"ko04142,map04142",,
NODE_40477_length_1373_cov_199.391994_g4501_i2,ko:K19658,,,R09698
NODE_40480_length_1373_cov_164.941843_g18497_i0,"ko:K20720,ko:K20721,ko:K20723","ko05010,map05010",,
NODE_40483_length_1373_cov_147.104985_g18498_i0,ko:K06442,,,
NODE_40485_length_1373_cov_140.919940_g18499_i0,ko:K00999,"ko00562,ko00564,ko01100,ko04070,map00562,map00564,map01100,map04070",,R01802
NODE_40487_length_1373_cov_112.760574_g18500_i0,ko:K14423,"ko00100,ko01100,ko01110,map00100,map01100,map01110",,R07482
NODE_40488_length_1373_cov_110.594411_g18501_i0,ko:K10268,,,
NODE_40489_length_1373_cov_97.312689_g10693_i1,ko:K18404,,,
NODE_40504_length_1372_cov_773.513228_g18511_i0,ko:K13448,"ko04626,map04626",,
NODE_40505_length_1372_cov_291.515495_g18512_i0,ko:K14847,,,
NODE_40506_length_1372_cov_276.237339_g15857_i1,ko:K15040,"ko04020,ko04022,ko04216,ko04217,ko04218,ko04621,ko04979,ko05012,ko05016,ko05166,map04020,map04022,map04216,map04217,map04218,map04621,map04979,map05012,map05016,map05166",,
NODE_40507_length_1372_cov_273.913832_g18513_i0,"ko:K13066,ko:K21549","ko00940,ko01100,ko01110,map00940,map01100,map01110",M00039,"R02379,R03366,R06574,R06575,R06576,R06577"
NODE_40516_length_1372_cov_55.289494_g18516_i0,ko:K02200,,,
NODE_40517_length_1372_cov_55.033258_g16665_i1,ko:K09422,,,
NODE_40530_length_1372_cov_4.170824_g18527_i0,ko:K12598,"ko03018,map03018",M00393,
NODE_40532_length_1371_cov_1049.064297_g18529_i0,ko:K03236,"ko03013,map03013",,
NODE_40533_length_1371_cov_702.490166_g12718_i1,ko:K13126,"ko03013,ko03015,ko03018,map03013,map03015,map03018",,
NODE_40534_length_1371_cov_698.475038_g18530_i0,ko:K09264,,,
NODE_40535_length_1371_cov_670.350983_g18531_i0,ko:K01358,"ko04112,ko04212,map04112,map04212",,
NODE_40543_length_1371_cov_157.499244_g18533_i0,ko:K11838,"ko04068,ko05168,ko05169,ko05203,map04068,map05168,map05169,map05203",,
NODE_40545_length_1371_cov_134.000756_g10557_i1,ko:K19202,,,
NODE_40556_length_1371_cov_55.549924_g18538_i0,ko:K18886,,,
NODE_40564_length_1371_cov_9.086233_g18541_i0,ko:K14423,"ko00100,ko01100,ko01110,map00100,map01100,map01110",,R07482
NODE_40582_length_1370_cov_191.642695_g11941_i2,ko:K07877,"ko04152,map04152",,
NODE_40586_length_1370_cov_130.004542_g18553_i0,ko:K07393,,,
NODE_40588_length_1370_cov_111.119606_g18554_i0,ko:K21141,"ko04138,map04138",,
NODE_40590_length_1370_cov_88.066616_g18556_i0,ko:K05925,,,
NODE_40595_length_1370_cov_30.825132_g14709_i1,ko:K03026,"ko00230,ko00240,ko01100,ko03020,ko04623,ko05169,map00230,map00240,map01100,map03020,map04623,map05169",M00181,"R00435,R00441,R00442,R00443"
NODE_40596_length_1370_cov_13.778198_g18557_i0,"ko:K08241,ko:K21483","ko00592,ko01110,map00592,map01110",,R05759
